resource_type,grade_level,poverty_level,school_state,date_posted,total_donations
Technology,Grades 3-5,moderate poverty,TX,2013-01-29,25.0
Supplies,Grades 9-12,moderate poverty,NC,2010-09-26,25.0
Supplies,Grades 3-5,highest poverty,MN,2010-11-21,25.0
Technology,Grades 6-8,high poverty,NJ,2009-04-16,260.0
Other,Grades 6-8,highest poverty,IL,2012-10-09,75.0
Books,Grades 9-12,highest poverty,PA,2013-01-21,66.0
Supplies,Grades PreK-2,highest poverty,MI,2011-09-26,25.0
Supplies,Grades PreK-2,highest poverty,CA,2012-10-15,117.0
Technology,Grades PreK-2,moderate poverty,FL,2013-11-06,1.0
Supplies,Grades PreK-2,highest poverty,CA,2012-09-05,10.0
Other,Grades PreK-2,high poverty,MO,2012-05-20,25.0
Technology,Grades 3-5,highest poverty,NC,2013-11-14,1.0
Technology,Grades 9-12,highest poverty,NY,2009-10-02,100.0
Books,Grades 6-8,highest poverty,FL,2013-03-17,93.78
Supplies,Grades PreK-2,highest poverty,CA,2005-03-27,87.23
Supplies,Grades PreK-2,moderate poverty,MN,2012-09-15,20.0
Books,Grades PreK-2,highest poverty,FL,2010-08-15,453.85
Supplies,Grades 6-8,highest poverty,CO,2011-10-22,10.0
Technology,Grades PreK-2,high poverty,NJ,2013-02-03,2.0
Supplies,Grades 6-8,highest poverty,MO,2011-08-19,100.0
Books,Grades 9-12,highest poverty,CA,2007-10-15,30.0
Supplies,Grades PreK-2,highest poverty,CA,2013-06-18,5.0
Technology,Grades 9-12,highest poverty,NY,2013-09-26,144.0
Supplies,Grades 3-5,highest poverty,UT,2012-12-28,44.06
Supplies,Grades PreK-2,highest poverty,WI,2012-09-29,20.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-26,15.0
Technology,Grades 3-5,moderate poverty,TN,2012-12-13,100.0
Technology,Grades 3-5,highest poverty,CA,2011-07-09,50.0
Supplies,Grades PreK-2,highest poverty,CA,2010-09-09,25.0
Supplies,Grades 3-5,high poverty,OK,2007-10-02,15.0
Other,Grades 9-12,highest poverty,OH,2009-04-02,5.0
Technology,Grades PreK-2,highest poverty,NY,2010-11-11,15.0
Technology,Grades PreK-2,high poverty,CA,2012-01-14,15.0
Books,Grades 3-5,high poverty,CO,2013-07-13,20.0
Technology,Grades 3-5,highest poverty,TN,2011-03-30,25.0
Technology,Grades 9-12,moderate poverty,NY,2010-11-14,25.0
Supplies,Grades 3-5,highest poverty,MD,2010-07-27,25.0
Technology,Grades 9-12,high poverty,CA,2012-01-28,25.0
Other,Grades PreK-2,highest poverty,WA,2008-08-16,25.0
Books,Grades 9-12,highest poverty,CA,2011-09-09,20.0
Books,Grades PreK-2,high poverty,MO,2010-10-30,406.0
Technology,Grades 9-12,highest poverty,MS,2009-03-15,25.0
Trips,Grades 9-12,highest poverty,CA,2009-09-29,75.0
Other,Grades PreK-2,high poverty,NC,2013-02-12,40.0
Supplies,Grades PreK-2,highest poverty,CA,2010-01-16,55.0
Supplies,Grades 3-5,highest poverty,OR,2010-09-19,15.0
Technology,Grades 9-12,highest poverty,MD,2011-07-16,100.0
Books,Grades 3-5,highest poverty,TN,2011-03-27,25.0
Technology,Grades 9-12,highest poverty,CA,2013-11-06,10.0
Supplies,Grades 3-5,high poverty,IN,2013-02-17,100.0
Supplies,Grades 3-5,highest poverty,TN,2012-09-18,15.0
Trips,Grades 6-8,highest poverty,TX,2013-11-20,9.11
Supplies,Grades PreK-2,high poverty,DE,2013-07-25,10.0
Supplies,Grades PreK-2,highest poverty,CA,2010-12-26,15.0
Technology,Grades 3-5,high poverty,CA,2012-01-29,10.0
Supplies,Grades PreK-2,highest poverty,TX,2011-10-23,55.03
Technology,Grades 9-12,highest poverty,CA,2011-11-08,10.0
Supplies,Grades 3-5,highest poverty,NY,2013-10-03,10.0
Technology,Grades PreK-2,highest poverty,WA,2012-10-02,206.89
Supplies,Grades 3-5,high poverty,SC,2009-09-04,83.05
Supplies,Grades 3-5,high poverty,TN,2010-06-21,168.75
Other,Grades PreK-2,high poverty,CA,2012-07-28,25.0
Technology,Grades 9-12,highest poverty,DC,2011-09-22,25.0
Books,Grades PreK-2,highest poverty,TX,2008-10-27,787.06
Books,Grades 3-5,highest poverty,NY,2011-11-12,10.0
Technology,Grades 9-12,high poverty,CA,2012-12-06,100.0
Other,Grades 6-8,moderate poverty,CA,2013-08-23,1.0
Other,Grades 3-5,high poverty,FL,2013-07-31,150.0
Supplies,Grades 3-5,highest poverty,NY,2005-08-10,15.0
Supplies,Grades 3-5,highest poverty,NY,2013-03-28,100.0
Supplies,Grades PreK-2,high poverty,AZ,2010-12-10,15.0
Other,Grades PreK-2,highest poverty,LA,2007-08-13,100.0
Technology,Grades 3-5,highest poverty,TN,2011-04-02,25.0
Technology,Grades 3-5,highest poverty,IL,2013-04-28,2.0
Supplies,Grades PreK-2,high poverty,MN,2013-03-01,25.0
Technology,Grades PreK-2,high poverty,CO,2013-12-04,100.0
Technology,Grades 3-5,high poverty,MI,2010-06-15,25.0
Supplies,Grades 3-5,highest poverty,CA,2013-05-25,50.0
Books,Grades 3-5,highest poverty,CA,2010-10-16,102.04
Supplies,Grades 6-8,high poverty,TX,2013-09-22,25.0
Books,Grades 3-5,highest poverty,CA,2011-02-08,35.0
Supplies,Grades 3-5,highest poverty,CA,2010-03-15,25.0
Technology,Grades PreK-2,moderate poverty,CA,2011-09-26,25.0
Books,Grades PreK-2,highest poverty,MD,2012-09-30,20.0
Other,Grades PreK-2,highest poverty,CA,2011-01-11,30.0
Other,Grades PreK-2,highest poverty,GA,2009-10-08,25.0
Supplies,Grades 3-5,high poverty,NC,2011-12-05,34.36
Supplies,Grades 3-5,highest poverty,TX,2012-03-09,50.0
Technology,Grades 6-8,highest poverty,CO,2012-12-13,50.0
Supplies,Grades 3-5,highest poverty,NY,2012-06-23,10.0
Books,Grades PreK-2,high poverty,FL,2011-06-19,25.0
Technology,Grades 6-8,high poverty,IL,2009-05-20,25.0
Supplies,Grades 6-8,highest poverty,MO,2012-01-25,25.0
Books,Grades 3-5,highest poverty,FL,2010-09-08,100.0
Technology,Grades PreK-2,high poverty,NC,2008-03-24,7.94
Supplies,Grades PreK-2,high poverty,NJ,2012-12-05,20.0
Technology,Grades 9-12,high poverty,MT,2012-10-05,20.0
Other,Grades PreK-2,low poverty,WI,2009-12-30,25.0
Supplies,Grades 3-5,highest poverty,NY,2005-08-23,10.0
Technology,Grades PreK-2,low poverty,CA,2010-12-16,3.0
Books,Grades PreK-2,highest poverty,CA,2012-11-20,10.0
Supplies,Grades 3-5,highest poverty,MS,2010-11-21,15.0
Supplies,Grades 9-12,high poverty,DE,2011-01-22,15.0
Other,Grades PreK-2,high poverty,NV,2012-08-31,5.0
Books,Grades PreK-2,high poverty,CA,2009-12-08,10.0
Technology,Grades 9-12,highest poverty,TN,2011-03-31,25.0
Supplies,Grades PreK-2,highest poverty,CA,2012-02-01,269.09
Technology,Grades PreK-2,highest poverty,NY,2010-07-23,8.0
Books,Grades 6-8,moderate poverty,NJ,2009-09-01,30.0
Technology,Grades PreK-2,highest poverty,FL,2011-04-06,10.0
Technology,Grades 6-8,low poverty,NH,2013-09-22,20.0
Other,Grades 3-5,high poverty,KY,2012-11-11,5.0
Supplies,Grades 3-5,high poverty,NJ,2012-03-18,25.0
Technology,Grades PreK-2,highest poverty,CA,2011-08-21,15.0
Technology,Grades PreK-2,highest poverty,LA,2012-10-26,10.0
Books,Grades PreK-2,highest poverty,CA,2013-10-08,10.0
Technology,Grades PreK-2,high poverty,CA,2012-02-02,10.0
Technology,Grades PreK-2,highest poverty,CA,2013-11-10,25.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-22,10.0
Books,Grades PreK-2,high poverty,TX,2012-08-27,10.0
Supplies,Grades PreK-2,highest poverty,IL,2010-08-27,5.0
Trips,Grades 9-12,highest poverty,TN,2012-01-09,25.0
Trips,Grades 6-8,highest poverty,CA,2008-01-25,1292.94
Technology,Grades PreK-2,highest poverty,NY,2009-10-05,25.0
Books,Grades 3-5,high poverty,VA,2012-10-01,50.0
Books,Grades 6-8,high poverty,IN,2012-04-02,10.0
Technology,Grades 9-12,highest poverty,LA,2010-09-04,10.0
Other,Grades 9-12,moderate poverty,TX,2013-11-07,25.0
Technology,Grades 3-5,high poverty,CO,2012-10-16,25.0
Other,Grades PreK-2,moderate poverty,GA,2012-07-07,50.0
Supplies,Grades 3-5,highest poverty,MD,2010-09-02,5.0
Technology,Grades 6-8,highest poverty,NV,2010-12-12,5.0
Books,Grades PreK-2,moderate poverty,CA,2013-08-13,215.72
Technology,Grades 3-5,high poverty,ME,2012-09-23,20.0
Books,Grades 6-8,high poverty,NC,2010-09-21,5.0
Books,Grades PreK-2,highest poverty,OH,2010-12-29,60.75
Technology,Grades 6-8,highest poverty,IL,2011-01-11,54.99
Technology,Grades PreK-2,high poverty,CA,2011-12-12,15.0
Books,Grades 6-8,highest poverty,NY,2009-09-07,150.0
Books,Grades 3-5,highest poverty,CA,2013-09-15,10.0
Technology,Grades PreK-2,highest poverty,CA,2013-11-08,20.0
Supplies,Grades 3-5,high poverty,CA,2012-01-08,10.0
Other,Grades PreK-2,moderate poverty,GA,2013-10-04,4.92
Supplies,Grades PreK-2,highest poverty,NY,2006-06-20,25.0
Technology,Grades PreK-2,highest poverty,TX,2007-12-03,20.0
Technology,Grades 3-5,highest poverty,NY,2010-05-24,100.0
Technology,Grades 3-5,high poverty,CA,2011-12-06,15.0
Supplies,Grades 6-8,highest poverty,FL,2013-11-08,1.0
Other,Grades 3-5,highest poverty,VA,2012-09-08,10.0
Supplies,Grades PreK-2,highest poverty,WI,2012-08-06,10.0
Books,Grades 9-12,high poverty,WA,2010-02-07,65.6
Other,Grades PreK-2,highest poverty,PA,2013-08-31,50.0
Books,Grades PreK-2,highest poverty,NY,2013-09-04,25.0
Supplies,Grades 3-5,moderate poverty,FL,2011-01-25,25.0
Technology,Grades PreK-2,high poverty,SD,2013-04-11,50.0
Supplies,Grades 3-5,highest poverty,CA,2011-01-04,15.0
Supplies,Grades 3-5,moderate poverty,FL,2011-04-04,100.0
Supplies,Grades 3-5,highest poverty,IN,2008-08-28,10.0
Technology,Grades 3-5,highest poverty,MI,2011-11-13,50.0
Technology,Grades PreK-2,highest poverty,CA,2008-07-17,150.0
Supplies,Grades 3-5,highest poverty,CA,2009-09-29,339.15
Books,Grades 6-8,moderate poverty,OH,2009-03-16,10.0
Technology,Grades 3-5,high poverty,DE,2013-11-10,25.0
Supplies,Grades 6-8,high poverty,CA,2012-09-08,175.23
Technology,Grades 3-5,highest poverty,CA,2010-03-15,654.0
Other,Grades 9-12,highest poverty,IL,2011-11-12,267.85
Supplies,Grades 6-8,highest poverty,FL,2011-02-03,73.08
Technology,Grades PreK-2,highest poverty,CT,2013-02-11,25.0
Technology,Grades PreK-2,high poverty,NC,2009-12-18,25.0
Books,Grades PreK-2,high poverty,WI,2012-03-09,10.0
Technology,Grades PreK-2,highest poverty,TN,2011-03-27,25.0
Supplies,Grades 3-5,highest poverty,PA,2012-01-08,30.0
Supplies,Grades 3-5,highest poverty,IL,2013-12-22,25.0
Books,Grades 6-8,high poverty,MI,2011-07-29,65.0
Technology,Grades 3-5,highest poverty,OK,2010-06-25,444.45
Supplies,Grades 6-8,highest poverty,WI,2013-11-02,25.0
Supplies,Grades PreK-2,highest poverty,NC,2009-08-16,20.0
Supplies,Grades 9-12,highest poverty,MD,2012-07-11,15.0
Technology,Grades 9-12,highest poverty,NY,2012-12-11,5.0
Supplies,Grades PreK-2,highest poverty,TX,2013-12-26,20.0
Technology,Grades 6-8,highest poverty,CT,2010-05-05,50.0
Supplies,Grades 3-5,highest poverty,CA,2013-08-22,50.0
Technology,Grades 3-5,highest poverty,TN,2011-03-09,25.0
Supplies,Grades 3-5,highest poverty,TN,2010-12-23,25.0
Technology,Grades 6-8,moderate poverty,VA,2009-08-29,50.0
Books,Grades PreK-2,highest poverty,KY,2012-12-01,41.65
Supplies,Grades PreK-2,highest poverty,FL,2013-11-24,30.0
Supplies,Grades PreK-2,high poverty,KY,2011-03-11,25.0
Supplies,Grades 9-12,highest poverty,PA,2013-09-29,25.0
Other,Grades 6-8,highest poverty,IL,2011-03-17,5.0
Supplies,Grades 3-5,high poverty,PA,2011-10-01,25.0
Supplies,Grades 3-5,high poverty,WA,2013-08-17,20.0
Technology,Grades 3-5,high poverty,CA,2013-03-03,50.0
Technology,Grades PreK-2,high poverty,CA,2012-05-27,70.0
Books,Grades PreK-2,high poverty,WI,2012-08-10,104.0
Technology,Grades 9-12,high poverty,NC,2013-12-15,25.0
Technology,Grades 6-8,highest poverty,CA,2012-02-07,25.0
Other,Grades PreK-2,highest poverty,IL,2013-08-24,10.0
Technology,Grades 6-8,highest poverty,IL,2012-08-17,5.0
Technology,Grades 6-8,high poverty,IL,2012-08-31,50.0
Supplies,Grades PreK-2,high poverty,NC,2013-10-15,8.0
Supplies,Grades 6-8,high poverty,NC,2013-11-23,50.0
Other,Grades 9-12,highest poverty,WI,2012-09-05,25.0
Other,Grades PreK-2,highest poverty,IL,2013-03-03,20.0
Books,Grades PreK-2,high poverty,CA,2012-10-07,120.42
Books,Grades 6-8,high poverty,CA,2013-11-13,25.0
Technology,Grades 9-12,highest poverty,NY,2013-02-03,50.0
Supplies,Grades PreK-2,highest poverty,OK,2010-04-13,5.0
Supplies,Grades PreK-2,high poverty,CA,2012-01-22,15.0
Supplies,Grades 3-5,highest poverty,NJ,2012-09-08,10.0
Books,Grades 9-12,highest poverty,IL,2007-03-24,50.0
Other,Grades 9-12,high poverty,GA,2013-03-09,20.0
Books,Grades PreK-2,highest poverty,CA,2012-01-13,10.0
Supplies,Grades 3-5,highest poverty,NV,2009-02-17,3.0
Technology,Grades 3-5,highest poverty,ME,2009-05-25,25.0
Books,Grades 6-8,highest poverty,DC,2010-08-22,25.0
Supplies,Grades 6-8,highest poverty,MN,2008-12-17,50.0
Technology,Grades PreK-2,high poverty,CA,2013-07-06,25.0
Technology,Grades PreK-2,highest poverty,NC,2008-02-02,30.0
Other,Grades 3-5,highest poverty,NJ,2010-09-16,15.0
Supplies,Grades 6-8,high poverty,IN,2008-09-06,20.0
Technology,Grades 9-12,high poverty,ME,2010-08-10,10.0
Books,Grades PreK-2,highest poverty,NC,2012-09-30,50.0
Supplies,Grades 3-5,moderate poverty,MI,2013-01-25,50.0
Books,Grades PreK-2,highest poverty,WI,2012-01-01,2.0
Supplies,Grades 9-12,moderate poverty,IN,2010-08-07,284.09
Books,Grades 3-5,high poverty,CA,2013-05-28,60.0
Supplies,Grades 9-12,high poverty,ME,2013-08-20,12.62
Technology,Grades 9-12,highest poverty,CA,2011-11-04,15.0
Other,Grades 3-5,moderate poverty,UT,2011-09-27,10.0
Books,Grades 9-12,highest poverty,OR,2011-11-28,50.0
Technology,Grades PreK-2,moderate poverty,CA,2010-12-22,100.0
Supplies,Grades 3-5,highest poverty,IL,2012-05-02,20.0
Technology,Grades PreK-2,highest poverty,MD,2011-08-14,34.54
Books,Grades 3-5,highest poverty,CA,2013-09-14,5.0
Technology,Grades PreK-2,highest poverty,NY,2013-04-05,25.0
Books,Grades 3-5,highest poverty,ID,2011-04-15,3.0
Technology,Grades 9-12,high poverty,WY,2008-11-18,10.0
Technology,Grades 6-8,highest poverty,TX,2012-08-11,10.0
Other,Grades 3-5,highest poverty,NC,2010-12-03,10.0
Supplies,Grades 6-8,highest poverty,TN,2012-06-15,100.0
Books,Grades 3-5,highest poverty,CA,2012-03-10,24.08
Books,Grades PreK-2,highest poverty,CT,2009-02-05,25.0
Technology,Grades 9-12,high poverty,CA,2011-12-11,15.0
Technology,Grades 3-5,high poverty,WI,2013-09-19,916.41
Books,Grades 3-5,highest poverty,KY,2009-02-07,5.0
Technology,Grades 9-12,high poverty,CA,2012-02-13,5.0
Supplies,Grades 6-8,highest poverty,IL,2010-04-27,25.0
Technology,Grades 3-5,highest poverty,IN,2013-07-04,10.0
Supplies,Grades 3-5,high poverty,DE,2013-06-19,2.0
Technology,Grades 9-12,highest poverty,NY,2009-03-04,42.0
Technology,Grades PreK-2,highest poverty,CA,2011-12-04,10.0
Supplies,Grades PreK-2,highest poverty,CA,2013-09-15,100.0
Technology,Grades 9-12,highest poverty,CA,2011-12-12,15.0
Supplies,Grades 9-12,highest poverty,SC,2010-02-19,500.0
Technology,Grades 9-12,highest poverty,CA,2011-04-06,35.0
Trips,Grades 3-5,moderate poverty,TX,2013-09-30,50.0
Other,Grades PreK-2,highest poverty,IL,2008-12-29,50.0
Supplies,Grades PreK-2,highest poverty,OH,2008-08-21,25.0
Books,Grades 3-5,highest poverty,NJ,2013-09-29,50.0
Supplies,Grades PreK-2,high poverty,WV,2013-09-08,24.5
Other,Grades PreK-2,high poverty,CA,2013-09-01,2.0
Supplies,Grades PreK-2,highest poverty,CA,2011-12-19,10.0
Supplies,Grades 9-12,highest poverty,LA,2009-01-29,64.76
Supplies,Grades PreK-2,highest poverty,FL,2013-02-03,195.42
Technology,Grades 9-12,highest poverty,PA,2011-08-13,100.0
Technology,Grades 3-5,moderate poverty,NJ,2011-12-18,100.0
Books,Grades PreK-2,moderate poverty,IL,2011-01-23,50.0
Technology,Grades 3-5,highest poverty,NY,2010-08-19,10.0
Technology,Grades 3-5,high poverty,UT,2010-08-07,3.0
Technology,Grades PreK-2,moderate poverty,CA,2012-01-20,10.0
Books,Grades 9-12,highest poverty,NY,2013-01-17,10.0
Supplies,Grades 9-12,highest poverty,RI,2012-05-22,4.27
Technology,Grades 6-8,high poverty,TX,2012-11-04,861.4
Books,Grades 3-5,highest poverty,SC,2011-12-22,10.0
Technology,Grades 3-5,high poverty,SC,2006-10-17,10.0
Other,Grades 6-8,highest poverty,TN,2011-03-20,319.6
Technology,Grades PreK-2,highest poverty,CA,2012-01-20,15.0
Supplies,Grades PreK-2,moderate poverty,FL,2011-03-28,25.0
Books,Grades 3-5,highest poverty,MD,2012-11-29,100.0
Supplies,Grades 9-12,high poverty,NY,2011-11-30,19.07
Books,Grades PreK-2,high poverty,FL,2013-08-11,25.0
Supplies,Grades 6-8,high poverty,CA,2012-01-07,10.0
Supplies,Grades PreK-2,highest poverty,AZ,2013-11-13,10.0
Books,Grades PreK-2,high poverty,CA,2010-12-26,25.0
Technology,Grades PreK-2,highest poverty,TN,2013-05-25,25.0
Technology,Grades 9-12,highest poverty,TX,2011-04-22,25.0
Technology,Grades 3-5,highest poverty,MI,2009-12-18,25.0
Supplies,Grades 6-8,highest poverty,CA,2012-11-30,760.89
Technology,Grades 3-5,high poverty,ME,2012-12-15,5.0
Supplies,Grades 3-5,highest poverty,MI,2013-09-28,79.78
Supplies,Grades 9-12,high poverty,DE,2013-01-20,50.0
Technology,Grades 3-5,high poverty,CA,2013-11-08,50.0
Supplies,Grades 3-5,highest poverty,CA,2009-09-09,30.0
Technology,Grades PreK-2,highest poverty,FL,2013-11-06,50.0
Supplies,Grades 3-5,highest poverty,FL,2013-08-18,20.0
Technology,Grades 9-12,high poverty,CA,2012-01-29,2.59
Technology,Grades PreK-2,high poverty,CA,2011-05-25,25.0
Books,Grades 6-8,highest poverty,PA,2008-01-26,25.0
Books,Grades 6-8,highest poverty,IL,2012-10-14,50.0
Books,Grades PreK-2,highest poverty,KY,2012-04-14,50.0
Books,Grades 9-12,highest poverty,CA,2009-09-17,50.0
Supplies,Grades PreK-2,highest poverty,CA,2013-07-22,75.0
Books,Grades PreK-2,highest poverty,NY,2013-09-19,764.86
Technology,Grades PreK-2,highest poverty,CA,2012-01-21,10.0
Supplies,Grades 3-5,high poverty,TN,2013-06-24,25.0
Books,Grades 6-8,highest poverty,NY,2009-01-17,25.0
Technology,Grades 9-12,highest poverty,CA,2013-04-26,50.0
Books,Grades 3-5,high poverty,NJ,2013-10-17,10.0
Supplies,Grades 6-8,highest poverty,NY,2010-12-05,50.0
Supplies,Grades 3-5,high poverty,NV,2013-10-29,16.17
Technology,Grades 9-12,highest poverty,CA,2013-07-28,100.0
Supplies,Grades PreK-2,highest poverty,FL,2013-05-14,398.8
Supplies,Grades 6-8,moderate poverty,MO,2013-02-07,10.0
Technology,Grades PreK-2,highest poverty,TX,2013-04-16,1.0
Technology,Grades PreK-2,highest poverty,NV,2009-02-24,10.0
Supplies,Grades 3-5,highest poverty,TX,2011-08-22,25.0
Supplies,Grades 3-5,high poverty,FL,2013-09-12,1.0
Technology,Grades 3-5,high poverty,CA,2012-01-15,15.0
Other,Grades 3-5,high poverty,MI,2013-08-27,20.0
Other,Grades PreK-2,highest poverty,NC,2012-07-25,95.08
Supplies,Grades 6-8,high poverty,AR,2009-09-19,156.48
Technology,Grades 9-12,highest poverty,MA,2010-09-05,5.0
Technology,Grades 6-8,highest poverty,NY,2010-10-02,50.0
Technology,Grades 3-5,highest poverty,NY,2012-11-21,10.0
Books,Grades 6-8,highest poverty,PA,2011-07-16,10.0
Other,Grades 6-8,highest poverty,CA,2010-09-19,25.0
Supplies,Grades PreK-2,highest poverty,OK,2010-06-06,5.0
Technology,Grades 3-5,highest poverty,NJ,2011-01-25,25.0
Supplies,Grades 3-5,highest poverty,HI,2013-07-22,5.0
Technology,Grades 3-5,highest poverty,GA,2011-11-10,50.0
Supplies,Grades 9-12,highest poverty,AR,2011-01-10,10.0
Technology,Grades 9-12,high poverty,MN,2011-02-17,50.0
Supplies,Grades PreK-2,moderate poverty,NJ,2010-11-24,15.0
Other,Grades 3-5,highest poverty,WI,2010-09-21,15.0
Other,Grades PreK-2,moderate poverty,LA,2013-09-11,50.0
Books,Grades PreK-2,high poverty,CA,2012-09-16,100.0
Books,Grades 9-12,highest poverty,MS,2013-08-31,0.74
Supplies,Grades PreK-2,highest poverty,NY,2003-12-03,385.0
Technology,Grades PreK-2,highest poverty,NY,2012-03-09,365.87
Technology,Grades 3-5,highest poverty,FL,2013-04-12,711.51
Technology,Grades 3-5,highest poverty,IL,2010-12-05,50.0
Supplies,Grades 9-12,highest poverty,NC,2009-04-30,25.0
Supplies,Grades 9-12,highest poverty,NC,2010-08-30,10.0
Technology,Grades 6-8,high poverty,AZ,2013-11-03,1.0
Supplies,Grades 3-5,high poverty,CO,2010-03-30,204.27
Other,Grades PreK-2,highest poverty,CA,2011-09-11,10.0
Supplies,Grades PreK-2,highest poverty,CA,2013-10-30,50.0
Supplies,Grades 3-5,highest poverty,TX,2013-07-29,50.0
Technology,Grades 3-5,high poverty,NV,2011-02-27,10.0
Books,Grades PreK-2,high poverty,MN,2012-02-18,50.0
Trips,Grades 3-5,high poverty,CA,2007-04-11,1087.06
Technology,Grades 3-5,highest poverty,GA,2013-02-19,279.75
Technology,Grades 3-5,moderate poverty,CA,2013-09-15,25.0
Supplies,Grades 9-12,high poverty,CA,2009-06-04,25.0
Books,Grades 3-5,highest poverty,ME,2010-11-07,25.0
Books,Grades 3-5,high poverty,IL,2010-05-19,33.0
Books,Grades 3-5,highest poverty,CA,2012-04-12,25.0
Supplies,Grades 6-8,highest poverty,IL,2009-02-12,25.0
Books,Grades 6-8,highest poverty,UT,2013-10-12,446.15
Books,Grades 9-12,high poverty,DC,2013-03-05,99.4
Technology,Grades 9-12,highest poverty,IL,2010-12-22,25.0
Technology,Grades 9-12,moderate poverty,OH,2013-02-04,50.0
Supplies,Grades 3-5,high poverty,CA,2013-06-27,20.0
Books,Grades 3-5,highest poverty,AZ,2012-09-25,15.0
Supplies,Grades PreK-2,highest poverty,WI,2010-12-19,10.0
Supplies,Grades 3-5,highest poverty,UT,2013-01-14,207.67
Technology,Grades 3-5,highest poverty,FL,2012-03-10,25.0
Supplies,Grades 6-8,highest poverty,MD,2007-11-11,30.0
Books,Grades 6-8,highest poverty,IL,2012-01-08,50.0
Books,Grades 3-5,low poverty,NC,2011-01-25,25.0
Technology,Grades 9-12,highest poverty,LA,2013-09-21,13.0
Books,Grades 9-12,high poverty,NC,2013-04-29,100.51
Supplies,Grades 3-5,highest poverty,CA,2013-10-13,25.0
Supplies,Grades 6-8,high poverty,WA,2009-02-15,25.0
Technology,Grades 3-5,highest poverty,FL,2011-01-12,15.0
Books,Grades 6-8,highest poverty,CA,2012-01-21,15.0
Supplies,Grades PreK-2,moderate poverty,FL,2011-02-06,25.0
Supplies,Grades PreK-2,highest poverty,IL,2006-09-15,116.0
Books,Grades 6-8,highest poverty,NY,2012-02-27,10.0
